v,u,t_id_v,t_id_u,interaction_type,t_time_v,t_time_u
4127,4467,934243673558073344,934238399149625345,1,1511576023841,1511574766324
6146,2047,934264668121526272,934250105296826368,1,1511581029335,1511577557287
3958,849,934278532452061184,934256334190477312,1,1511584334849,1511579042371
2076,3353,934284436174016512,934277354825777153,1,1511585742406,1511584054081
2312,2083,934293727849283584,933879451112284160,1,1511587957714,1511489186443
2312,2083,934293746937561088,932854750432940032,1,1511587962265,1511244878763
2312,2083,934293752264269825,933875440950767616,1,1511587963535,1511488230346
2312,2083,934293784723984384,932853059109183488,1,1511587971274,1511244475520
2312,2083,934293808518381568,932854054178390016,1,1511587976947,1511244712763
2312,2083,934293871021789184,933546505536806912,1,1511587991849,1511409806032
2312,2083,934293916592902144,933877774053281792,1,1511588002714,1511488786601
2312,2083,934293922058190850,933551347743408128,1,1511588004017,1511410960504
2190,2256,934298657175638017,934222432927436800,1,1511589132957,1511570959680
2249,606,934302342425362432,934296090118991874,1,1511590011589,1511588520923
1760,4672,934313687921422337,934185403820605440,1,1511592716566,1511562131253
1760,6453,934315284927836165,934311507411603457,1,1511593097322,1511592196692
2857,6453,934316783997038593,934311507411603457,1,1511593454728,1511592196692
1334,2190,934337475224334336,934337374175207424,1,1511598387901,1511598363809
1077,3336,934377787024064513,934351241559154688,1,1511607998983,1511601670051
2649,2221,934385887370080256,933606914184814592,1,1511609930256,1511424208576
2221,2649,934405158313668608,934402157050150915,1,1511614524807,1511613809250
2221,2649,934405172091957249,934403830384439297,1,1511614528092,1511614208204
2221,2649,934405187363520512,934404976109010944,1,1511614531733,1511614481366
5331,2500,934531164525568000,934502062158594048,1,1511644567029,1511637628484
5905,2500,934551846760222721,934502062158594048,1,1511649498058,1511637628484
3336,4730,934557275041050624,934549587414491136,1,1511650792261,1511648959388
2082,4730,934578847814529025,934549587414491136,1,1511655935611,1511648959388
2579,2281,934610392164081664,934534029273022464,1,1511663456370,1511645250038
3487,1334,934614421594185728,934315241042669568,1,1511664417061,1511593086859
6056,2500,934656683069935616,934502062158594048,1,1511674492982,1511637628484
6453,1822,934661769519235072,934646402205941760,1,1511675705686,1511672041833
2082,4730,934667442005012481,934663987131588608,1,1511677058112,1511676234406
3486,2500,934721818622963712,934502062158594048,1,1511690022508,1511637628484
5419,2281,934730533426290688,934558678916542464,1,1511692100279,1511651126971
3664,1822,934744902902079489,934646402205941760,1,1511695526229,1511672041833
2256,2190,934759673160384513,934337374175207424,1,1511699047733,1511598363809
4371,2190,934888468286619648,934337374175207424,1,1511729754884,1511598363809
2082,3904,934907796385968128,934776997640790017,1,1511734363062,1511703178211
3904,3764,934927244031434752,934921945698545664,1,1511738999742,1511737736521
2076,2688,934929356597510146,934928634543931392,1,1511739503417,1511739331266
5905,5331,934929557487984641,934780147114188803,1,1511739551313,1511703929104
55,774,934982588904587264,934955456836988928,1,1511752194988,1511745726199
2939,774,934987921156747264,934901145687900160,1,1511753466296,1511732777412
1336,2602,934990704513650688,934989494503186432,1,1511754129900,1511753841411
3391,2602,934990982206046208,934989494503186432,1,1511754196107,1511753841411
849,2281,935005097733402624,935005022227591169,1,1511757561511,1511757543509
1302,5331,935028628307374080,934780147114188803,1,1511763171637,1511703929104
1334,386,935029890021072896,934978348303790081,1,1511763472453,1511751183950
1785,811,935033569193234432,935027309978857472,1,1511764349636,1511762857323
3958,2281,935047358638841856,935032882686435328,1,1511767637296,1511764185960
669,4730,935058397505888256,934969448410202112,1,1511770269167,1511749062050
9,3353,935061483431501824,935061428280500224,1,1511771004909,1511770991760
1109,3664,935065621158445057,935048239220322304,1,1511771991420,1511767847243
2493,5828,935071604018520065,935050286439178240,1,1511773417845,1511768335338
3958,849,935102625560772608,935074470108184576,1,1511780813957,1511774101174
5331,2982,935109361923268609,935105699352231937,1,1511782420031,1511781546806
199,3764,935145658733830144,935066661144616960,1,1511791073865,1511772239372
1302,2982,935262038602870784,935105699352231937,1,1511818820988,1511781546806
1018,811,935272120388435968,935271937906847744,1,1511821224673,1511821181166
2076,3095,935304804116586498,935284107990446082,1,1511829017081,1511824082740
606,3095,935307049558196224,935284107990446082,1,1511829552436,1511824082740
872,4630,935318841093062656,935018028462432256,1,1511832363757,1511760644437
2076,3353,935319875970482176,935318885959548929,1,1511832610491,1511832374454
3964,6453,935320362237116417,935301195354091521,1,1511832726426,1511828156685
2082,4730,935321625607651328,935292554702045189,1,1511833027637,1511826096593
4915,4533,935363917202702336,935186564195536896,1,1511843110739,1511800826487
6453,2247,935389231014338560,935385534884585472,1,1511849146022,1511848264796
1760,2247,935393685990264832,935385534884585472,1,1511850208171,1511848264796
4533,624,935397793388269570,935287695181455360,1,1511851187451,1511824937993
4533,5643,935397988637306881,935257114380877824,1,1511851234002,1511817646962
4068,849,935400810715811840,930774814804996096,1,1511851906838,1510748983000
4068,386,935401680442572800,931672300784582656,1,1511852114197,1510962960798
4915,624,935402595115401216,935287695181455360,1,1511852332272,1511824937993
4915,4533,935402858492542976,935398645209468929,1,1511852395066,1511851390541
1760,624,935405891607846912,935287695181455360,1,1511853118217,1511824937993
1388,4630,935410713933242368,935403177364553728,1,1511854267949,1511852471091
3033,4043,935414201123663872,935388333013737472,1,1511855099360,1511848931922
1760,1334,935440664560635904,935408855244083200,1,1511861408735,1511853824803
2681,624,935465952321331201,935287695181455360,1,1511867437807,1511824937993
3964,1550,935471970828689408,935448933270110208,1,1511868872731,1511863380149
1334,4533,935478294123646978,935478011696242688,1,1511870380322,1511870312986
2082,1550,935479585730260992,935448933270110208,1,1511870688265,1511863380149
1302,332,935481136993640448,935480453657640961,1,1511871058115,1511870895195
3964,4630,935484327168585728,935399099737677824,1,1511871818712,1511851498909
2303,2247,935498864869515265,935385534884585472,1,1511875284770,1511848264796
1760,4533,935592534176301056,935462248721649664,1,1511897617273,1511866554800
5974,386,935614525448921088,935400845281083392,1,1511902860401,1511851915079
359,6341,935621445618507776,932373482465214464,1,1511904510298,1511130135538
2082,3904,935638421418024961,935636544378957826,1,1511908557644,1511908110123
2733,3904,935642079270539265,935636544378957826,1,1511909429744,1511908110123
3964,3904,935648288484683777,935636544378957826,1,1511910910136,1511908110123
2678,1550,935678175916433408,935448933270110208,1,1511918035855,1511863380149
5643,4533,935691318747062272,935448185748602882,1,1511921169350,1511863201926
3336,3904,935698865776234496,935636544378957826,1,1511922968702,1511908110123
2082,3964,935740809722425344,935716388693475329,1,1511932968918,1511927146000
2493,4630,935746098060197889,935742827300040704,1,1511934229756,1511933449946
6453,2733,935761637486813184,935760902170832897,1,1511937934644,1511937759331
2076,2733,935761841799786496,935760902170832897,1,1511937983356,1511937759331
2082,2733,935762343073599488,935760902170832897,1,1511938102869,1511937759331
3486,4630,935764466310025217,935399099737677824,1,1511938609088,1511851498909
3486,4630,935764495447838721,935018028462432256,1,1511938616035,1511760644437
669,4730,935770246761283584,935706674559512576,1,1511939987255,1511924830000
2008,774,935778480708468736,935769979668107266,1,1511941950381,1511939923575
2458,1529,935798558502121474,935798427325054976,1,1511946737300,1511946706025
3257,2153,935810489518497792,935704324734304256,1,1511949581876,1511924270000
2076,3353,935813397039407105,935681868380250112,1,1511950275083,1511918916207
5905,5331,935818210892378113,935811956920815616,1,1511951422795,1511949931732
3964,2076,935822985369288704,935813810945851392,1,1511952561119,1511950373766
6146,6353,935824092959203328,935817825670664192,1,1511952825189,1511951330951
2076,3353,935827606603055104,935821222394281984,1,1511953662907,1511952140793
2076,2688,935827641000640512,935820647799734272,1,1511953671108,1511952003799
3336,5974,935845491073417217,935785958988853248,1,1511957926897,1511943733342
2681,624,935869450397540352,935698807894839296,1,1511963639245,1511922954902
5643,4533,935957355321221121,935888291059998720,1,1511984597412,1511968131209
5643,4533,935957410178404352,935887073038364672,1,1511984610491,1511967840810
1960,2579,935987378803458049,934164586080518144,1,1511991755568,1511557167917
4011,1529,936003771561164800,935703321762971650,1,1511995663906,1511924031000
2082,1550,936006170493386752,935997657553629184,1,1511996235856,1511994206213
2082,1550,936006185345474560,936000498858995712,1,1511996239397,1511994883633
606,4011,936006832639713280,936006257151852544,1,1511996393724,1511996256517
60,4630,936007355749228545,935705136919433219,1,1511996518443,1511924463859
4011,2739,936007425668165632,935494622838636544,1,1511996535113,1511874273391
1017,1550,936011323766325248,935997657553629184,1,1511997464492,1511994206213
3391,2281,936012917098528768,936010768234844160,1,1511997844372,1511997332043
1144,1550,936019442344927233,935997657553629184,1,1511999400112,1511994206213
4966,4498,936022268060168192,935736542907203591,1,1512000073815,1511931951000
2733,2047,936030114285891584,936013302546788353,1,1512001944501,1511997936270
3964,3904,936033942104240128,936033768535597056,1,1512002857124,1512002815742
4730,1550,936046909977853952,935997657553629184,1,1512005948906,1511994206213
606,4011,936056263619702784,936007327991214080,1,1512008178988,1511996511825
1529,3832,936056468456980480,936044187501305856,1,1512008227825,1512005299817
1336,3353,936072161306951681,936064216099831808,1,1512011969292,1512010075007
3832,2458,936075132598067200,936075047797604352,1,1512012677703,1512012657485
1529,2458,936075224381976576,936075047797604352,1,1512012699586,1512012657485
2247,2303,936079191774085120,936078956263964672,1,1512013645486,1512013589336
2247,2303,936079216067485697,935690286734311424,1,1512013651278,1511920923299
2247,2303,936079658923147264,933579904871841792,1,1512013756863,1511417769054
3336,130,936081439514173440,936076959792037888,1,1512014181389,1512013113340
2082,3353,936093741508468736,936064216099831808,1,1512017114413,1512010075007
3490,1529,936098859540869120,936039420485967872,1,1512018334647,1512004163272
2500,1938,936118972205772801,936108391180537856,1,1512023129880,1512020607167
2733,3353,936140840216358912,936064216099831808,1,1512028343620,1512010075007
2082,1898,936150875029962752,936150003256619008,1,1512030736106,1512030528259
3487,1529,936152497571250176,936034984665653248,1,1512031122950,1512003105690
5512,3964,936199666672197632,936028847937589249,1,1512042368940,1512001642580
2312,2083,936205729685430272,934996097889574912,1,1512043814475,1511755415781
2312,6307,936205738682204161,935725449984004097,1,1512043816620,1511929306000
2312,2083,936205789680648192,935414910707798016,1,1512043828779,1511855268538
2312,2083,936205837713809408,934999382176313345,1,1512043840231,1511756198816
2312,2083,936205870735564802,935718629190094848,1,1512043848104,1511927680000
2312,2083,936205880109834240,935738005654040577,1,1512043850339,1511932300000
3614,669,936209773468336128,936188898845138945,1,1512044778588,1512039801690
5840,774,936216924261826560,936006823332651008,1,1512046483470,1511996391505
5419,2247,936219438021468162,936171076505165824,1,1512047082797,1512035552513
5331,2801,936337133907800064,936230282251796480,1,1512075143683,1512049668263
6043,1529,936367107989577728,936034984665653248,1,1512082290061,1512003105690
2249,500,936367192097955840,936351956536238080,1,1512082310114,1512078677673
878,5331,936375262555512832,936373169765494790,1,1512084234261,1512083735301
4371,2247,936385371113275392,936171076505165824,1,1512086644329,1512035552513
6453,3904,936396462165913601,936381445706170368,1,1512089288642,1512085708439
4463,3904,936403128332644352,936381445706170368,1,1512090877980,1512085708439
3257,315,936448591920431104,936180592579710976,1,1512101717344,1512037821322
4533,2193,936459056511938560,936444793206358016,1,1512104212297,1512100811660
6043,5828,936477250173657088,936471251509374977,1,1512108550004,1512107119811
2082,4294,936482700067663872,936479532294352896,1,1512109849360,1512109094104
3490,1529,936484269207166976,936430634137874432,1,1512110223472,1512097435875
1722,2047,936486213648752641,936013302546788353,1,1512110687063,1511997936270
55,774,936490377598484480,935392954394406912,1,1512111679826,1511850033745
1760,5828,936495783167262720,936471251509374977,1,1512112968614,1512107119811
386,2914,936510658572566531,936504880251813888,1,1512116515187,1512115137528
323,4294,936531819968602113,936479532294352896,1,1512121560457,1512109094104
2579,4289,936532693537271808,936522258222276611,1,1512121768732,1512119280759
1060,4289,936537312439103488,936526432389365760,1,1512122869964,1512120275958
1060,4289,936537408283205637,936528022731046914,1,1512122892815,1512120655125
1060,4289,936537416508116992,936529435469144066,1,1512122894776,1512120991948
2644,2681,936556801721475078,936539720774967296,1,1512127516571,1512123444156
4730,4294,936561147880329221,936479532294352896,1,1512128552776,1512109094104
5936,2801,936570029490835456,936230282251796480,1,1512130670317,1512049668263
4463,5828,936592515590791169,936472863808172032,1,1512136031421,1512107504213
5828,4463,936595156039450624,936593310059130880,1,1512136660953,1512136220837
1760,5828,936603115415105537,936472863808172032,1,1512138558616,1512107504213
5331,2982,936699084437569536,936595400936472577,1,1512161439414,1512136719341
2500,2982,936699270656278528,936595400936472577,1,1512161483812,1512136719341
2579,4289,936710168020074496,936553190111174657,1,1512164081946,1512126655496
1550,4294,936714664959885312,936479532294352896,1,1512165154100,1512109094104
1893,4289,936740820807380992,936527723958124545,1,1512171390140,1512120583892
1893,4289,936740867204816896,936526432389365760,1,1512171401202,1512120275958
1893,4289,936740900067196928,936544454315356160,1,1512171409037,1512124572720
1077,3585,936747360595599361,936746970445529088,1,1512172949347,1512172856328
1554,4289,936755487843934208,936526946678087680,1,1512174887034,1512120398574
4463,5828,936766072337833984,936471251509374977,1,1512177410574,1512107119811
3486,4630,936830237500784640,936467587839520768,1,1512192708741,1512106246324
3486,4630,936830722618228736,936512902521151488,1,1512192824402,1512117050186
2082,1822,936858922815602689,936833480020729856,1,1512199547853,1512193481818
1519,1760,936890549432225792,936611677126176770,1,1512207088226,1512140599887
500,3353,936906075374100480,936901224560975872,1,1512210789899,1512209633000
2082,4730,936933150889885696,936860325390958593,1,1512217245205,1512199882253
2082,1550,937119045148487680,937118877208649728,1,1512261565850,1512261525810
2962,1550,937125909097725952,937124729328152576,1,1512263202343,1512262921064
2082,1550,937128775237513221,937124729328152576,1,1512263885684,1512262921064
2082,1550,937128817470029825,937119548091678720,1,1512263895753,1512261685761
2082,1550,937203488693424128,937197913158983680,1,1512281698760,1512280369449
4915,1060,937222072614363137,937174762064723968,1,1512286129512,1512274849000
4730,1550,937224718884548609,937197913158983680,1,1512286760432,1512280369449
4730,1060,937224754448154624,937204535751086082,1,1512286768911,1512281948000
3964,1550,937264368768630786,937197913158983680,1,1512296213701,1512280369449
2221,1550,937281049368838144,937118877208649728,1,1512300190666,1512261525810
702,3964,937296979100438528,937265134250143744,1,1512303988610,1512296396206
6067,3353,937301220464537600,937240071190626304,1,1512304999830,1512290420000
1760,5828,937382389705330690,937091672655015937,1,1512324352085,1512255039000
2082,3964,937447573362581504,937316709647577088,1,1512339893080,1512308692739
2733,3964,937455514794860544,937316709647577088,1,1512341786465,1512308692739
2193,3904,937475727053561856,937228304364347392,1,1512346605443,1512287615000
5073,2008,937483017500499968,931420617147953152,1,1512348343621,1510902954743
2082,2193,937515552611766272,937512790356516864,1,1512356100596,1512355442023
6446,386,937574129510752256,937571531420442625,1,1512370066417,1512369446984
1334,386,937575844507041793,937571531420442625,1,1512370475304,1512369446984
5331,2814,937578612017963008,937508406260146176,1,1512371135130,1512354396773
1334,2914,937579557929959424,937579197379182592,1,1512371360653,1512371274691
6453,1075,937580854414422016,937578081899786240,1,1512371669759,1512371008740
386,2914,937586363460853765,937579197379182592,1,1512372983218,1512371274691
1336,1785,937602449963065345,937591179675279360,1,1512376818539,1512374131493
1336,1785,937617504481943552,937615933828349953,1,1512380407816,1512380033343
1336,1785,937617580642070528,937616755270107136,1,1512380425974,1512380229190
130,1785,937622946801098753,937616755270107136,1,1512381705366,1512380229190
2082,4730,937630381821403136,937618413907623937,1,1512383478013,1512380624640
2082,4730,937630520443146241,937622641816375296,1,1512383511063,1512381632652
2082,4730,937630613313486848,937593872976199680,1,1512383533205,1512374773626
2082,4730,937630769983340545,937590601758818304,1,1512383570558,1512373993707
3487,1334,937636360273330176,924113424711270400,1,1512384903387,1509160784000
2493,1071,937639169299382276,937630177286283264,1,1512385573111,1512383429248
5905,5331,937651832075063297,937639785291591680,1,1512388592152,1512385719975
1143,5073,937660840186060806,935412232296439808,1,1512390739853,1511854629955
1143,5073,937661721602224128,935651642472513536,1,1512390949999,1511911709789
2500,5331,937681921106051074,937639785291591680,1,1512395765936,1512385719975
2500,2814,937682209275703296,937508406260146176,1,1512395834641,1512354396773
3964,1550,937841669877067776,937827532241485824,1,1512433853011,1512430482000
4533,2032,937843508337025025,937842373677035520,1,1512434291334,1512434020810
1334,2914,937849047762665472,937845870837555200,1,1512435612036,1512434854598
3391,1785,937861577709010944,937617862503497730,1,1512438599408,1512380493175
3391,1785,937861586177236992,937616755270107136,1,1512438601427,1512380229190
5974,1550,937878186058067968,937827532241485824,1,1512442559147,1512430482000
1615,6446,937878454770397184,937854469030555648,1,1512442623213,1512436904567
606,811,937879608053006336,937873025315176449,1,1512442898177,1512441328730
2678,1550,937883769054289920,937827532241485824,1,1512443890237,1512430482000
2082,811,937902057121394688,937873025315176449,1,1512448250452,1512441328730
4011,3832,937937456422305792,937933144841273344,1,1512456690303,1512455662342
1017,2870,937969599634534400,937809043065892864,1,1512464353842,1512426074000
4966,2281,937973254051860480,937957700964466689,1,1512465225123,1512461516978
849,2281,937980134035931136,937943379073146880,1,1512466865439,1512458102373
2032,849,937988674251145216,937979973725335552,1,1512468901585,1512466827218
669,1722,938012159283314688,938011480254849024,1,1512474500853,1512474338960
878,5936,938012410920681472,938009450333343744,1,1512474560848,1512473854989
1722,3585,938013141174075392,937991539988447232,1,1512474734954,1512469584830
3964,3904,938014975783706624,937980718545747968,1,1512475172359,1512467004797
6043,1722,938015097934331904,938011798724161536,1,1512475201482,1512474414889
2493,1822,938015195976179712,937917800001056768,1,1512475224857,1512452003847
1302,5936,938016307026333697,938009450333343744,1,1512475489752,1512473854989
5331,5936,938017899762954241,938009450333343744,1,1512475869490,1512473854989
1760,4289,938027450180820994,938001581001207808,1,1512478146487,1512471978794
5905,5936,938027806935543813,938009450333343744,1,1512478231544,1512473854989
2733,4730,938168445543227392,938167346874613763,1,1512511762401,1512511500458
2082,4730,938168914889936896,938167346874613763,1,1512511874302,1512511500458
2082,3964,938190744887615488,938190603183054848,1,1512517078979,1512517045194
3756,5936,938195532131864576,938009450333343744,1,1512518220347,1512473854989
1722,3336,938224888233336832,938208783817252864,1,1512525219387,1512521379795
3964,3904,938883759507570688,938883132790489088,1,1512682306540,1512682157119
6453,3904,938894669475225600,938883132790489088,1,1512684907679,1512682157119
386,1334,938906790837624832,938892689415725056,1,1512687797637,1512684435596
4533,5643,938907588313227264,938906157019627520,1,1512687987770,1512687646523
2082,1550,938912614486228992,938580420752424960,1,1512689186103,1512609984000
4730,3904,938922430457724928,938883132790489088,1,1512691526413,1512682157119
1334,386,938923949118722048,938918893468377088,1,1512691888490,1512690683129
2281,2017,938925336342888449,938919507623424000,1,1512692219230,1512690829555
1610,2076,938926527063789568,938592992234840064,1,1512692503120,1512612982000
3391,386,938931398328557568,938918893468377088,1,1512693664520,1512690683129
1334,3391,938932088127942656,938931854484238336,1,1512693828981,1512693773276
5974,386,938933954685452288,938918893468377088,1,1512694274003,1512690683129
2442,1334,938934754153340929,938931139514851328,1,1512694464611,1512693602814
1334,3391,938935282853801985,938934617221955584,1,1512694590663,1512694431964
4915,2681,938950119956738048,938738749143265280,1,1512698128104,1512647733000
6353,4630,938950758271131648,938943966543826950,1,1512698280290,1512696661016
6043,3391,938951073187766272,938950786117017601,1,1512698355372,1512698286929
2801,5936,938957122976358400,938664331318718464,1,1512699797754,1512629990000
5936,2801,938967118246158336,938963654682087425,1,1512702180812,1512701355034
6512,1334,938973154822594560,938892689415725056,1,1512703620044,1512684435596
878,2801,938977727490621440,938963654682087425,1,1512704710253,1512701355034
2082,3964,938986644367015937,938956875265015808,1,1512706836202,1512699738695
3490,1060,938994866721136642,938538435995869184,1,1512708796564,1512599974000
2190,2256,938996078988247043,938995994422677505,1,1512709085591,1512709065429
1334,2914,939021918023249921,938974959623270400,1,1512715246097,1512704050342
1334,386,939022012864802816,938986199464624128,1,1512715268709,1512706730129
2962,6220,939040041677885440,938978351863042048,1,1512719567113,1512704859115
5331,2801,939056006985793537,938963654682087425,1,1512723373539,1512701355034
2082,3964,939056660408033280,939045876449677313,1,1512723529327,1512720958231
2082,1898,939058996379467777,939057920423223297,1,1512724086266,1512723829738
6453,6043,939075594364399616,938969386764746752,1,1512728043534,1512702721669
1334,386,939081774994358272,938913520623783942,1,1512729517111,1512689402143
1334,386,939081845840343041,938906671727878144,1,1512729534002,1512687769239
2733,3964,939097878651219969,939045876449677313,1,1512733356522,1512720958231
3486,2500,939099228244082694,938652553381683201,1,1512733678290,1512627182000
3486,5331,939099714015735808,938746348509081600,1,1512733794107,1512649545000
5905,5331,939109740394582017,938746348509081600,1,1512736184582,1512649545000
2221,315,939111692826435585,939049831917432832,1,1512736650078,1512721901288
6446,386,939233144053436416,938986199464624128,1,1512765606307,1512706730129
2082,1898,939244324264452096,939148444354138115,1,1512768271877,1512745412325
2082,1898,939279530627276801,939276713422401543,1,1512776665728,1512775994054
2493,5828,939281699971538945,939280054680297472,1,1512777182940,1512776790672
2082,4730,939290864463073282,939273939469058048,1,1512779367925,1512775332692
4222,3353,939301270459838465,939301072123727872,1,1512781848908,1512781801621
1760,5828,939309023190323200,939300944939851776,1,1512783697303,1512781771298
4463,5828,939313291381182464,939300944939851776,1,1512784714919,1512781771298
2493,5828,939315868290334720,939300944939851776,1,1512785329302,1512781771298
4915,2032,939324050400149504,938985548722593792,1,1512787280069,1512706574980
500,849,939344263808040960,939320699323277312,1,1512792099321,1512786481110
410,2123,939383984097652736,939383058679046144,1,1512801569376,1512801348739
500,3353,939399661923659776,939394007892869120,1,1512805307261,1512803959235
1760,3391,939412432132366336,938931854484238336,1,1512808351916,1512693773276
2082,1898,939412855467663361,939383307866910720,1,1512808452847,1512801408150
2649,2663,939423841868136448,939421288786903041,1,1512811072209,1512810463507
3904,4672,939432613688721408,939345731290243072,1,1512813163574,1512792449196
2801,2500,939445553212960769,939017780652752896,1,1512816248597,1512714259671
2082,1898,939621823863332864,939517597657288704,1,1512858274795,1512833425331
2733,849,939637906200657921,939318953041543170,1,1512862109123,1512786064764
3407,2733,939642657373949952,939636425955328000,1,1512863241891,1512861756205
4222,3353,939653296540676096,939627951443685377,1,1512865778466,1512859735724
4222,3353,939653318816579584,939627639366733824,1,1512865783777,1512859661319
2082,2733,939656951591444480,939636425955328000,1,1512866649898,1512861756205
669,1898,939680336241242113,939679660350337025,1,1512872225233,1512872064088
3756,5072,939681787730526208,939675618668670976,1,1512872571295,1512871100476
2082,1898,939684826436722688,939679660350337025,1,1512873295779,1512872064088
811,3399,939688151362048000,939687393367441413,1,1512874088503,1512873907783
2733,1822,939747847116746752,939731632050774016,1,1512888321080,1512884455107
130,3336,939769118563098624,939768776567922692,1,1512893392588,1512893311050
6067,3353,939783228230995968,939781194261999621,1,1512896756595,1512896271659
2833,639,939809991963189249,939771232366493696,1,1512903137566,1512893896558
6512,1297,939825689137618944,939824288697278464,1,1512906880064,1512906546173
590,1822,939838741341904896,939753543837216768,1,1512909991952,1512889679284
1760,5828,939959626728030209,939958353651941376,1,1512938813274,1512938509749
606,5828,939972003636768768,939958353651941376,1,1512941764159,1512938509749
2082,3964,939974243978113024,939970481444110336,1,1512942298298,1512941401240
6446,2854,939977258315300865,939941993618145281,1,1512943016972,1512934609213
3964,2733,939978384888676352,939976057276399616,1,1512943285568,1512942730622
1388,4630,939982170361282562,939970700223418370,1,1512944188095,1512941453401
6146,3964,939991363549982720,939970481444110336,1,1512946379922,1512941401240
4068,386,940004639121928194,938560193977126914,1,1512949545065,1512605162000
4068,386,940005404490133504,938986199464624128,1,1512949727543,1512706730129
4068,1334,940005751082270720,938939576189566978,1,1512949810177,1512695614274
4068,386,940007652339302406,937571531420442625,1,1512950263472,1512369446984
4068,386,940007943021268992,935698460933685249,1,1512950332776,1511922872180
2312,2083,940016010324615168,937837791081361408,1,1512952256171,1512432928000
2312,2083,940016053874073600,937843972889772032,1,1512952266554,1512434402092
2312,2083,940016074661101569,937838982133624832,1,1512952271510,1512433212000
2312,6307,940016097461280769,937995527039328257,1,1512952276946,1512470535417
2312,2083,940016117728256000,937570897564786691,1,1512952281778,1512369295861
801,1938,940056491179909136,940033239556558848,1,1512961907559,1512956363940
5073,774,940059944665071616,940058216574066689,1,1512962730934,1512962318925
3391,5828,940066385601822720,939958353651941376,1,1512964266573,1512938509749
2801,5331,940067308172492805,940003022591074304,1,1512964486531,1512949159654
3486,4630,940072883723702279,939970700223418370,1,1512965815846,1512941453401
3486,2701,940072975054790658,939758524640329728,1,1512965837621,1512890866800
1388,4630,940089687372308481,940019738515828736,1,1512969822148,1512953145041
2082,1822,940094764090671104,940093183769264128,1,1512971032532,1512970655754
3271,3095,940098932452966403,938907874461343744,1,1512972026347,1512688055993
2082,1758,940103084239347713,940101239743791104,1,1512973016210,1512972576448
2082,2733,940108007785902086,939976057276399616,1,1512974190075,1512942730622
6453,3391,940110600176144386,940100946616393732,1,1512974808149,1512972506561
3391,3271,940111524735074304,940107781314560000,1,1512975028581,1512974136080
2221,2649,940118816805154816,940118726770176000,1,1512976767146,1512976745680
2663,2221,940123776133480449,940123648249053184,1,1512977949542,1512977919052
2663,2649,940123794789695490,940118726770176000,1,1512977953990,1512976745680
2135,2221,940124935082487808,940123648249053184,1,1512978225857,1512977919052
6043,5828,940133590607675392,939958353651941376,1,1512980289495,1512938509749
4498,849,940134102631460864,940130809628917760,1,1512980411571,1512979626458
2500,5331,940141093886160896,940003022591074304,1,1512982078416,1512949159654
2247,2303,940178970087006209,940111007858401285,1,1512991108806,1512974905348
773,1529,940183358629330944,939673619478675456,1,1512992155116,1512870623832
5828,2681,940191443213213696,940190234049855489,1,1512994082631,1512993794344
2500,5331,940200333992648705,940110308374228995,1,1512996202358,1512974738578
3864,3271,940327682524381184,940107781314560000,1,1513026564614,1512974136080
2082,3964,940338095223738368,940327856558575617,1,1513029047195,1513026606107
2733,3964,940339680494551041,940327856558575617,1,1513029425153,1513026606107
4730,3964,940341518388174848,940327856558575617,1,1513029863341,1513026606107
1108,5252,940346708139040769,940071183046733824,1,1513031100674,1512965410373
2733,2047,940365846139912192,940365681253593088,1,1513035663529,1513035624217
2733,2047,940377464450121728,940377351946244096,1,1513038433550,1513038406727
3486,5331,940383647344951296,940110308374228995,1,1513039907667,1512974738578
3486,2649,940383801754099713,940118726770176000,1,1513039944481,1512976745680
811,1529,940384133657669632,940382952868929536,1,1513040023613,1513039742091
3904,2047,940412190720278528,940365681253593088,1,1513046712938,1513035624217
1722,3160,940423251271999488,940415618825588736,1,1513049349979,1513047530262
386,1436,940428820422594561,940399435552497665,1,1513050677768,1513043671869
2692,5131,940438415476080640,939631183482167298,1,1513052965407,1512860506302
3391,2193,940442762557628416,940434123457380352,1,1513054001832,1513051942110
2939,3271,940443502168621057,940107781314560000,1,1513054178169,1512974136080
4068,3502,940450419511148545,938270122606817280,1,1513055827392,1512536004000
4533,2303,940452652898402304,940450463169757184,1,1513056359873,1513055837801
4068,3502,940458533182570497,937530615225729025,1,1513057761842,1512359691803
3391,2118,940460360573657088,940447745445281792,1,1513058197526,1513055189845
6453,1898,940473176470970368,940472320593944578,1,1513061253074,1513061049017
2118,4966,940477218500702208,940476010775973890,1,1513062216769,1513061928825
3607,991,940479024001794049,940476682330292225,1,1513062647234,1513062088936
1519,4672,940482855930511360,939611057550536705,1,1513063560837,1512855707906
2118,4498,940489655845191680,940477462768640001,1,1513065182063,1513062275007
3623,2649,940507912668987392,940118726770176000,1,1513069534829,1512976745680
2082,1898,940526971137572864,940525478728912896,1,1513074078722,1513073722904
3756,5331,940534618775629825,940510103857270785,1,1513075902061,1513070057249
55,3271,940534779438555136,940107781314560000,1,1513075940366,1512974136080
3964,2733,940536195875926017,940494792437391360,1,1513076278071,1513066406722
1519,5828,940557236253769728,940505187042521088,1,1513081294488,1513068884989
2281,5828,940560233406939137,940505187042521088,1,1513082009065,1513068884989
2082,2733,940565067430371328,940494792437391360,1,1513083161586,1513066406722
5905,5331,940568713895354369,940510103857270785,1,1513084030971,1513070057249
